names,scores,logfoldchanges,pvals,pvals_adj,pct_in,pct_out,cluster,gene_idx
HU11G01722,12.487968,3.2740886,8.68428774504192e-36,3.9485036165366824e-33,0.4230769230769222,0.09892546477912434,11,27210
HU08G01746,12.369114,2.4232075,3.840345273606613e-35,1.6906662883091971e-32,0.4893162393162382,0.18557052703394084,11,24890
HU02G02657,11.597406,2.8436143,4.247546144442805e-31,1.6592351030439605e-28,0.4188034188034179,0.12570356472795688,11,15445
HU02G02175,11.198268,2.5525038,4.15781324580204e-29,1.4414618796539948e-26,0.42735042735042644,0.14003070100631201,11,14963
HU10G00524,9.726508,1.9927318,2.324344246559263e-22,6.024830624142164e-20,0.4316239316239307,0.1963158792427072,11,16790
HU07G01714,33.601585,6.539789,1.5903667964872075e-247,4.4108823100572705e-243,0.9219047619047516,0.14243885635549544,12,4054
HU09G00039,31.991686,6.981181,1.423116697188571e-224,1.973507079826251e-220,0.8761904761904671,0.1365828453324154,12,18354
HU06G01176,31.480389,6.41107,1.6117829785564875e-217,1.4900933636754728e-213,0.8590476190476104,0.0823286255597656,12,21612
HU08G01941,29.416393,7.5518866,3.3892142796456984e-190,2.3499964511493362e-186,0.7885714285714218,0.03685842232173607,12,25085
HU04G01854,28.92972,4.870881,5.050422896761573e-184,2.8014695808336445e-180,0.8399999999999919,0.17240785394419914,12,6576
