names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU05G00225,4.5460773,4.694148,5.465496279666914e-06,0.0011397408971170065,0.7857142857142857,EN-LIKE
HU06G00481,4.5375304,2.9492886,5.6916858461999885e-06,0.0011780515443608707,1.0,EN-LIKE
HU01G02529,4.5251846,2.936895,6.034282354168522e-06,0.0012397097858730664,0.9285714285714286,EN-LIKE
HU05G00112,4.518537,3.3960001,6.2268435227938625e-06,0.0012698640081227042,0.9285714285714286,EN-LIKE
HU10G00572,4.512839,7.940765,6.396563076117523e-06,0.0012855701225805759,0.7142857142857143,EN-LIKE
HU08G01835,4.512839,3.652333,6.396563076117523e-06,0.0012855701225805759,0.8571428571428571,EN-LIKE
HU02G01047,4.501443,7.0815773,6.749373934469145e-06,0.001346718604838142,0.7142857142857143,EN-LIKE
HU08G01945,4.4938455,7.351942,6.994841951680399e-06,0.0013857281537846848,0.7142857142857143,EN-LIKE
HU03G01008,4.472953,6.9278493,7.714687378505014e-06,0.0015068088341044829,0.7142857142857143,EN-LIKE
HU02G00138,4.4634557,6.7615366,8.064819892869713e-06,0.001564180277823367,0.7142857142857143,EN-LIKE
HU02G01436,4.460607,3.0252416,8.172788076624884e-06,0.0015741130368416053,0.9285714285714286,EN-LIKE
HU04G02067,4.440664,3.5486705,8.968181319126642e-06,0.0017153966130067407,0.8571428571428571,EN-LIKE
HU03G02361,4.4349656,2.922111,9.208692065349315e-06,0.0017493361262497485,0.9285714285714286,EN-LIKE
HU02G00171,4.3979287,4.2164927,1.0928892748909711e-05,0.002061992111503475,0.7857142857142857,EN-LIKE
HU07G00385,4.3960295,3.1248567,1.1024909071734e-05,0.002066053061517179,0.9285714285714286,EN-LIKE
HU02G02544,4.3798847,3.1826465,1.1874205402051425e-05,0.002210275750509371,0.9285714285714286,EN-LIKE
HU09G01610,4.3665895,5.5618525,1.2620163472140888e-05,0.0023334682259988503,0.7142857142857143,EN-LIKE
HU10G01400,4.3513947,5.8008513,1.3527429823213879e-05,0.002484657391700907,0.7142857142857143,EN-LIKE
HU07G01667,4.3200555,2.9039328,1.5598995044028475e-05,0.0028463034706982223,0.9285714285714286,EN-LIKE
HU06G01646,4.2792196,2.8458338,1.8754971115085123e-05,0.003377721583616142,0.9285714285714286,EN-LIKE
HU04G01712,4.2773204,3.3779125,1.891565400974121e-05,0.0033846817029688546,0.8571428571428571,EN-LIKE
HU04G01036,4.245981,3.5521498,2.176389336492133e-05,0.0038693691184364947,0.7857142857142857,EN-LIKE
